card,value
трефы,дама
трефы,7
трефы,8
трефы,2
трефы,4
трефы,3
трефы,3
трефы,2
трефы,1
трефы,король
трефы,король
трефы,4
трефы,7
трефы,дама
трефы,3
трефы,5
трефы,2
трефы,10
трефы,3
трефы,4
трефы,туз
трефы,король
трефы,7
трефы,1
трефы,9
трефы,6
трефы,2
трефы,3
трефы,8
трефы,король
трефы,8
трефы,5
трефы,2
трефы,валет
трефы,9
трефы,3
трефы,9
трефы,7
трефы,1
трефы,2
трефы,6
трефы,валет
трефы,5
трефы,2
трефы,туз
трефы,король
трефы,8
трефы,8
трефы,туз
трефы,2
трефы,туз
трефы,8
трефы,9
трефы,9
трефы,2
трефы,7
трефы,3
трефы,8
трефы,7
трефы,7
трефы,7
трефы,король
трефы,король
трефы,2
трефы,4
трефы,6
трефы,5
трефы,4
трефы,4
трефы,туз
трефы,король
трефы,дама
трефы,2
трефы,2
трефы,туз
трефы,6
трефы,4
трефы,9
трефы,7
трефы,дама
трефы,6
трефы,10
трефы,туз
трефы,10
трефы,валет
трефы,2
трефы,7
трефы,10
трефы,4
трефы,дама
трефы,дама
трефы,3
трефы,8
трефы,туз
трефы,туз
трефы,1
трефы,дама
трефы,1
трефы,9
трефы,8
трефы,валет
трефы,10
трефы,10
трефы,туз
трефы,1
трефы,9
трефы,7
трефы,9
трефы,10
трефы,8
трефы,дама
трефы,7
трефы,2
трефы,2
трефы,4
трефы,2
трефы,туз
трефы,3
трефы,дама
трефы,10
трефы,4
трефы,2
трефы,8
трефы,6
трефы,5
трефы,9
трефы,1
трефы,7
трефы,2
трефы,король
трефы,туз
трефы,3
трефы,7
трефы,дама
трефы,10
трефы,9
трефы,9
трефы,2
трефы,8
трефы,король
трефы,валет
трефы,король
трефы,7
трефы,3
трефы,6
трефы,7
трефы,2
трефы,1
трефы,10
трефы,дама
трефы,8
трефы,король
трефы,7
трефы,6
трефы,туз
трефы,туз
трефы,3
трефы,5
трефы,5
трефы,1
трефы,7
трефы,6
трефы,6
трефы,1
трефы,2
трефы,туз
трефы,3
трефы,король
трефы,2
трефы,король
трефы,1
трефы,туз
трефы,7
трефы,туз
трефы,9
трефы,3
трефы,7
трефы,туз
трефы,10
трефы,6
трефы,туз
трефы,10
трефы,3
трефы,9
трефы,6
трефы,5
трефы,туз
трефы,4
трефы,2
трефы,6
трефы,1
трефы,дама
трефы,2
трефы,валет
трефы,валет
трефы,5
трефы,7
трефы,6
трефы,дама
трефы,9
трефы,9
трефы,туз
трефы,9
трефы,5
трефы,2
трефы,туз
трефы,2
трефы,3
трефы,2
трефы,8
трефы,2
трефы,туз
трефы,7
трефы,4
трефы,5
трефы,валет
трефы,10
трефы,5
трефы,7
трефы,5
трефы,9
трефы,2
трефы,дама
трефы,король
трефы,7
трефы,10
трефы,5
трефы,3
трефы,7
трефы,дама
трефы,9
трефы,5
трефы,7
трефы,туз
трефы,8
трефы,6
трефы,7
трефы,8
трефы,9
трефы,6
трефы,дама
трефы,10
трефы,6
трефы,4
трефы,10
трефы,2
трефы,10
трефы,10
трефы,3
трефы,6
трефы,7
трефы,10
трефы,6
трефы,5
трефы,1
трефы,7
трефы,7
трефы,7
трефы,5
трефы,8
трефы,6
трефы,1
трефы,2
трефы,дама
трефы,6
трефы,дама
трефы,валет
трефы,6
трефы,валет
трефы,1
трефы,2
трефы,4
трефы,туз
трефы,туз
трефы,8
трефы,3
трефы,валет
трефы,валет
трефы,10
трефы,3
трефы,8
трефы,2
трефы,4
трефы,3
трефы,3
трефы,2
трефы,дама
трефы,валет
трефы,7
трефы,8
трефы,7
трефы,10
трефы,9
трефы,8
трефы,2
трефы,туз
трефы,9
трефы,2
трефы,4
трефы,дама
трефы,3
трефы,10
трефы,туз
трефы,2
трефы,9
трефы,валет
трефы,7
трефы,10
трефы,5
трефы,7
трефы,2
трефы,7
трефы,6
трефы,5
трефы,дама
трефы,6
трефы,валет
трефы,дама
трефы,король
трефы,4
трефы,валет
трефы,1
трефы,9
трефы,9
трефы,дама
трефы,король
трефы,8
трефы,6
трефы,9
трефы,5
трефы,7
трефы,3
трефы,6
трефы,туз
трефы,8
трефы,3
трефы,1
трефы,6
трефы,2
трефы,7
трефы,4
трефы,5
трефы,1
трефы,дама
трефы,дама
трефы,5
трефы,дама
трефы,туз
трефы,5
трефы,1
трефы,3
трефы,5
трефы,7
трефы,4
трефы,валет
трефы,туз
трефы,6
трефы,4
трефы,10
трефы,10
трефы,3
трефы,1
трефы,3
трефы,король
трефы,король
трефы,4
трефы,2
трефы,дама
трефы,1
трефы,5
трефы,туз
трефы,валет
трефы,туз
трефы,5
трефы,3
трефы,8
трефы,9
трефы,4
трефы,9
трефы,8
трефы,6
трефы,7
трефы,король
трефы,король
трефы,7
трефы,1
трефы,6
трефы,2
трефы,10
трефы,4
трефы,5
трефы,6
трефы,7
трефы,король
трефы,10
трефы,5
трефы,7
трефы,3
трефы,4
трефы,3
трефы,6
трефы,6
трефы,10
трефы,король
трефы,1
трефы,валет
трефы,7
трефы,дама
трефы,5
трефы,8
трефы,1
трефы,10
трефы,валет
трефы,5
трефы,5
трефы,4
трефы,6
трефы,2
трефы,2
трефы,король
трефы,туз
трефы,дама
трефы,1
трефы,король
трефы,9
трефы,7
трефы,9
трефы,валет
трефы,дама
трефы,1
трефы,6
трефы,валет
трефы,9
трефы,8
трефы,6
трефы,10
трефы,валет
трефы,4
трефы,валет
трефы,8
трефы,5
трефы,1
трефы,5
трефы,6
трефы,5
трефы,5
трефы,5
трефы,туз
трефы,валет
трефы,8
трефы,7
трефы,10
трефы,король
трефы,7
трефы,дама
трефы,туз
трефы,10
трефы,7
трефы,4
трефы,10
трефы,2
трефы,7
трефы,1
трефы,10
трефы,король
трефы,3
трефы,дама
трефы,3
трефы,король
трефы,6
трефы,6
трефы,король
трефы,4
трефы,4
трефы,1
трефы,3
трефы,8
трефы,2
трефы,7
трефы,5
трефы,8
трефы,10
трефы,9
трефы,король
трефы,10
трефы,3
трефы,3
трефы,4
трефы,1
трефы,дама
трефы,5
трефы,король
трефы,6
трефы,10
трефы,1
трефы,7
трефы,9
трефы,король
трефы,2
трефы,9
трефы,10
трефы,3
трефы,9
трефы,3
трефы,король
трефы,валет
трефы,3
трефы,8
трефы,3
трефы,9
трефы,1
трефы,6
трефы,дама
трефы,валет
трефы,10
трефы,3
трефы,4
трефы,туз
трефы,валет
трефы,7
трефы,3
трефы,8
трефы,3
трефы,10
трефы,9
трефы,3
трефы,валет
трефы,9
трефы,9
трефы,2
трефы,2
трефы,дама
трефы,10
трефы,дама
трефы,4
трефы,2
трефы,5
трефы,6
трефы,8
трефы,5
трефы,1
трефы,туз
трефы,1
трефы,4
трефы,валет
трефы,3
трефы,валет
трефы,король
трефы,дама
трефы,1
трефы,7
трефы,2
трефы,4
трефы,4
трефы,3
трефы,8
трефы,туз
трефы,4
трефы,2
трефы,9
трефы,8
трефы,4
трефы,1
трефы,4
трефы,3
трефы,6
трефы,8
трефы,4
трефы,6
трефы,6
трефы,8
трефы,король
трефы,2
трефы,3
трефы,3
трефы,валет
трефы,6
трефы,туз
трефы,валет
трефы,3
трефы,9
трефы,8
трефы,9
трефы,4
трефы,10
трефы,6
трефы,дама
трефы,валет
трефы,король
трефы,6
трефы,3
трефы,6
трефы,6
трефы,5
трефы,3
трефы,3
трефы,король
трефы,король
трефы,9
трефы,9
трефы,6
трефы,туз
трефы,дама
трефы,валет
трефы,валет
трефы,2
трефы,1
трефы,1
трефы,валет
трефы,6
трефы,5
трефы,9
трефы,5
трефы,туз
трефы,8
трефы,дама
трефы,5
трефы,9
трефы,валет
трефы,валет
трефы,7
трефы,король
трефы,дама
трефы,туз
трефы,валет
трефы,4
трефы,5
трефы,туз
трефы,король
трефы,король
трефы,10
трефы,дама
трефы,10
трефы,9
трефы,6
трефы,6
трефы,10
трефы,3
трефы,7
трефы,1
трефы,король
трефы,валет
трефы,дама
трефы,6
трефы,2
трефы,7
трефы,1
трефы,9
трефы,3
трефы,туз
трефы,10
трефы,7
трефы,9
трефы,2
трефы,1
трефы,туз
трефы,5
трефы,дама
трефы,туз
трефы,7
трефы,6
трефы,10
трефы,1
трефы,дама
трефы,4
трефы,дама
трефы,валет
трефы,туз
трефы,9
трефы,туз
трефы,8
трефы,5
трефы,4
трефы,6
трефы,8
трефы,6
трефы,5
трефы,6
трефы,10
трефы,3
трефы,король
трефы,король
трефы,2
трефы,1
трефы,дама
трефы,2
трефы,дама
трефы,1
трефы,туз
трефы,5
трефы,валет
трефы,3
трефы,3
трефы,7
трефы,туз
трефы,9
трефы,валет
трефы,6
трефы,2
трефы,10
трефы,5
трефы,король
трефы,дама
трефы,10
трефы,дама
трефы,6
трефы,9
трефы,туз
трефы,7
трефы,9
трефы,5
трефы,4
трефы,валет
трефы,валет
трефы,король
трефы,4
трефы,король
трефы,1
трефы,1
трефы,король
трефы,король
трефы,2
трефы,3
трефы,дама
трефы,6
трефы,5
трефы,5
трефы,1
трефы,5
трефы,10
трефы,дама
трефы,2
трефы,4
трефы,9
трефы,10
трефы,1
трефы,2
трефы,5
трефы,10
трефы,10
трефы,2
трефы,2
трефы,10
трефы,4
трефы,1
трефы,туз
трефы,6
трефы,1
трефы,7
трефы,король
трефы,5
трефы,10
трефы,валет
трефы,дама
трефы,3
трефы,6
трефы,5
трефы,7
трефы,2
трефы,10
трефы,1
трефы,1
трефы,8
трефы,туз
трефы,валет
трефы,туз
трефы,4
трефы,король
трефы,8
трефы,7
трефы,дама
трефы,5
трефы,туз
трефы,7
трефы,1
трефы,5
трефы,7
трефы,туз
трефы,2
трефы,король
трефы,6
трефы,7
трефы,король
трефы,валет
трефы,6
трефы,10
трефы,валет
трефы,3
трефы,2
трефы,2
трефы,туз
трефы,4
трефы,4
трефы,5
трефы,9
трефы,6
трефы,король
трефы,дама
трефы,валет
трефы,5
трефы,9
трефы,9
трефы,9
трефы,6
трефы,9
трефы,7
трефы,5
трефы,7
трефы,10
трефы,10
трефы,1
трефы,1
трефы,туз
трефы,1
трефы,4
трефы,10
трефы,8
трефы,6
трефы,дама
трефы,9
трефы,5
трефы,4
трефы,8
трефы,валет
трефы,дама
трефы,5
трефы,туз
трефы,дама
трефы,9
трефы,король
трефы,король
трефы,2
трефы,3
трефы,5
трефы,9
трефы,5
трефы,2
трефы,туз
трефы,король
трефы,2
трефы,туз
трефы,4
трефы,7
трефы,10
трефы,9
трефы,1
трефы,7
трефы,король
трефы,туз
трефы,валет
трефы,1
трефы,6
трефы,6
трефы,8
трефы,туз
трефы,2
трефы,10
трефы,2
трефы,10
трефы,5
трефы,2
трефы,7
трефы,9
трефы,туз
трефы,9
трефы,6
трефы,8
трефы,9
трефы,6
трефы,4
трефы,дама
трефы,4
трефы,6
трефы,7
трефы,дама
трефы,10
трефы,6
трефы,7
трефы,7
трефы,валет
трефы,король
трефы,8
трефы,2
трефы,8
трефы,6
трефы,5
трефы,1
трефы,1
трефы,2
трефы,2
трефы,9
трефы,валет
трефы,2
трефы,дама
трефы,3
трефы,8
трефы,5
трефы,4
трефы,4
трефы,10
трефы,дама
трефы,1
трефы,10
трефы,4
трефы,валет
трефы,4
трефы,3
трефы,3
трефы,9
трефы,9
трефы,1
трефы,8
трефы,9
трефы,6
трефы,2
трефы,1
трефы,2
трефы,дама
трефы,7
трефы,король
трефы,валет
трефы,туз
трефы,8
трефы,8
трефы,дама
трефы,туз
трефы,1
трефы,2
трефы,4
трефы,9
трефы,6
трефы,9
трефы,9
трефы,2
трефы,9
трефы,4
трефы,8
трефы,4
трефы,дама
трефы,7
трефы,дама
трефы,10
трефы,2
трефы,5
трефы,валет
трефы,6
трефы,дама
трефы,валет
трефы,дама
трефы,2
трефы,6
трефы,4
трефы,2
трефы,10
трефы,3
трефы,дама
трефы,дама
трефы,9
трефы,5
трефы,3
трефы,6
трефы,8
трефы,5
трефы,валет
трефы,туз
трефы,3
трефы,10
трефы,7
трефы,9
трефы,5
трефы,10
трефы,4
трефы,5
трефы,10
трефы,8
трефы,дама
трефы,валет
трефы,7
трефы,4
трефы,4
трефы,туз
трефы,король
трефы,3
трефы,10
трефы,7
трефы,2
трефы,10
трефы,9
трефы,1
трефы,1
трефы,король
трефы,4
трефы,дама
трефы,1
трефы,валет
трефы,6
трефы,6
трефы,валет
трефы,1
трефы,дама
трефы,3
трефы,туз
трефы,10
трефы,5
трефы,10
трефы,6
трефы,9
трефы,4
трефы,валет
трефы,9
трефы,8
трефы,10
трефы,король
трефы,5
трефы,дама
трефы,9
трефы,валет
трефы,1
трефы,дама
трефы,дама
трефы,4
трефы,5
трефы,король
трефы,6
трефы,5
трефы,дама
трефы,5
трефы,дама
трефы,туз
трефы,2
трефы,король
трефы,король
трефы,9
трефы,7
трефы,король
трефы,2
трефы,10
трефы,10
трефы,4
трефы,король
трефы,король
трефы,8
трефы,10
трефы,дама
трефы,9
трефы,валет
трефы,7
трефы,3
трефы,туз
трефы,3
трефы,8
трефы,10
трефы,туз
трефы,10
трефы,8
трефы,5
трефы,7
трефы,4
трефы,4
трефы,1
трефы,1
трефы,4
трефы,3
трефы,8
трефы,7
трефы,1
трефы,дама
трефы,1
трефы,9
трефы,валет
трефы,валет
трефы,дама
трефы,9
трефы,дама
трефы,2
трефы,дама
трефы,3
трефы,1
трефы,валет
трефы,10
трефы,6
трефы,дама
трефы,дама
трефы,дама
трефы,5
трефы,4
трефы,2
трефы,3
трефы,5
трефы,5
трефы,7
трефы,валет
трефы,6
трефы,3
трефы,5
трефы,3
трефы,7
трефы,валет
трефы,1
трефы,туз
трефы,1
трефы,10
трефы,3
трефы,8
трефы,10
трефы,5
трефы,туз
трефы,2
трефы,10
трефы,4
трефы,туз
трефы,1
трефы,4
трефы,4
трефы,валет
трефы,валет
трефы,10
трефы,дама
трефы,1
трефы,3
трефы,6
трефы,1
трефы,5
трефы,6
трефы,2
трефы,4
трефы,7
трефы,дама
трефы,дама
трефы,8
трефы,4
трефы,дама
трефы,туз
трефы,2
трефы,4
трефы,8
трефы,7
трефы,7
трефы,9
трефы,6
трефы,9
трефы,9
трефы,6
трефы,валет
трефы,2
трефы,3
трефы,4
трефы,3
трефы,5
трефы,6
трефы,8
трефы,дама
трефы,король
трефы,3
трефы,10
трефы,9
трефы,4
трефы,3
трефы,6
трефы,дама
трефы,8
трефы,6
трефы,8
трефы,король
трефы,8
трефы,5
трефы,7
трефы,дама
трефы,10
трефы,9
трефы,6
трефы,5
трефы,8
трефы,валет
трефы,туз
трефы,1
трефы,6
трефы,король
трефы,3
трефы,5
трефы,дама
трефы,9
трефы,6
трефы,туз
трефы,9
трефы,туз
трефы,3
трефы,8
трефы,9
трефы,валет
трефы,дама
трефы,1
трефы,король
трефы,6
трефы,5
трефы,9
трефы,5
трефы,3
трефы,5
трефы,7
трефы,туз
трефы,9
трефы,дама
трефы,1
трефы,7
трефы,1
трефы,8
трефы,5
трефы,7
трефы,4
трефы,1
трефы,7
трефы,6
трефы,9
трефы,2
трефы,3
трефы,валет
трефы,2
трефы,2
трефы,6
трефы,7
трефы,1
трефы,дама
трефы,5
трефы,4
трефы,туз
трефы,туз
трефы,10
трефы,дама
трефы,валет
трефы,2
трефы,8
трефы,1
трефы,валет
трефы,8
трефы,король
трефы,10
трефы,2
трефы,8
трефы,король
трефы,дама
трефы,1
трефы,6
трефы,7
трефы,валет
трефы,4
трефы,2
трефы,9
трефы,9
трефы,король
трефы,5
трефы,5
трефы,король
трефы,7
трефы,6
трефы,10
трефы,король
трефы,2
трефы,5
трефы,8
трефы,9
трефы,король
трефы,9
трефы,10
трефы,дама
трефы,4
трефы,10
трефы,5
трефы,7
трефы,туз
трефы,10
трефы,5
трефы,9
трефы,5
трефы,дама
трефы,2
трефы,2
трефы,король
трефы,валет
трефы,король
трефы,10
трефы,дама
трефы,4
трефы,дама
трефы,1
трефы,король
трефы,король
трефы,3
трефы,6
трефы,4
трефы,валет
трефы,10
трефы,4
трефы,2
трефы,туз
трефы,валет
трефы,9
трефы,1
трефы,валет
трефы,10
трефы,7
трефы,валет
трефы,3
трефы,9
трефы,король
трефы,9
трефы,король
трефы,туз
трефы,3
трефы,3
трефы,8
трефы,король
трефы,2
трефы,5
трефы,валет
трефы,дама
трефы,7
трефы,10
трефы,10
трефы,валет
трефы,1
трефы,7
трефы,3
трефы,дама
трефы,3
трефы,туз
трефы,2
трефы,король
трефы,9
трефы,4
трефы,5
трефы,король
трефы,7
трефы,3
трефы,8
трефы,5
трефы,король
трефы,6
трефы,4
трефы,валет
трефы,10
трефы,туз
трефы,1
трефы,8
трефы,10
трефы,4
трефы,9
трефы,4
трефы,7
трефы,туз
трефы,туз
трефы,7
трефы,7
трефы,7
трефы,7
трефы,4
трефы,10
трефы,5
трефы,2
трефы,1
трефы,8
трефы,8
трефы,1
трефы,валет
трефы,2
трефы,8
трефы,9
трефы,9
трефы,8
трефы,6
трефы,дама
трефы,9
трефы,3
трефы,дама
трефы,дама
трефы,4
трефы,7
трефы,туз
трефы,10
трефы,дама
трефы,8
трефы,дама
трефы,6
трефы,валет
трефы,5
трефы,7
трефы,туз
трефы,3
трефы,9
трефы,6
трефы,7
трефы,6
трефы,валет
трефы,валет
трефы,5
трефы,3
трефы,3
трефы,дама
трефы,2
трефы,2
трефы,валет
трефы,3
трефы,7
трефы,7
трефы,дама
трефы,10
трефы,валет
трефы,туз
трефы,король
трефы,1
трефы,8
трефы,король
трефы,1
трефы,10
трефы,валет
трефы,8
трефы,10
трефы,дама
трефы,9
трефы,7
трефы,туз
трефы,8
трефы,туз
трефы,валет
трефы,10
трефы,валет
трефы,7
трефы,король
трефы,валет
трефы,дама
трефы,10
трефы,5
трефы,2
трефы,4
трефы,4
трефы,дама
трефы,9
трефы,5
трефы,2
трефы,3
трефы,7
трефы,3
трефы,туз
трефы,валет
трефы,1
трефы,8
трефы,10
трефы,2
трефы,2
трефы,7
трефы,валет
трефы,3
трефы,6
трефы,валет
трефы,валет
трефы,король
трефы,3
трефы,король
трефы,туз
трефы,2
трефы,4
трефы,валет
трефы,5
трефы,10
трефы,6
трефы,4
трефы,дама
трефы,5
трефы,2
трефы,туз
трефы,7
трефы,2
трефы,дама
трефы,7
трефы,7
трефы,5
трефы,1
трефы,король
трефы,10
трефы,9
трефы,туз
трефы,5
трефы,4
трефы,9
трефы,9
трефы,2
трефы,2
трефы,валет
трефы,1
трефы,туз
трефы,король
трефы,5
трефы,валет
трефы,валет
трефы,король
трефы,7
трефы,дама
трефы,1
трефы,дама
трефы,10
трефы,5
трефы,10
трефы,4
трефы,валет
трефы,9
трефы,король
трефы,3
трефы,7
трефы,валет
трефы,4
трефы,туз
трефы,10
трефы,2
трефы,10
трефы,3
трефы,8
трефы,10
трефы,6
трефы,6
трефы,5
трефы,король
трефы,8
трефы,7
трефы,дама
трефы,туз
трефы,валет
трефы,6
трефы,2
трефы,3
трефы,8
трефы,5
трефы,10
трефы,8
трефы,5
трефы,туз
трефы,6
трефы,3
трефы,8
трефы,10
трефы,6
трефы,3
трефы,2
трефы,8
трефы,дама
трефы,6
трефы,9
трефы,4
трефы,король
трефы,1
трефы,1
трефы,король
трефы,5
трефы,туз
трефы,7
трефы,7
трефы,2
трефы,2
трефы,король
трефы,7
трефы,6
трефы,9
трефы,4
трефы,8
трефы,1
трефы,9
трефы,8
трефы,2
трефы,1
трефы,6
трефы,7
трефы,3
трефы,6
трефы,туз
трефы,5
трефы,10
трефы,9
трефы,9
трефы,2
трефы,2
трефы,6
трефы,10
трефы,9
трефы,10
трефы,7
трефы,валет
трефы,7
трефы,6
трефы,8
трефы,дама
трефы,1
трефы,7
трефы,дама
трефы,9
трефы,1
трефы,10
трефы,6
трефы,1
трефы,4
трефы,3
трефы,4
трефы,10
трефы,2
трефы,6
трефы,валет
трефы,4
трефы,3
трефы,10
трефы,3
трефы,туз
трефы,5
трефы,9
трефы,6
трефы,король
трефы,король
трефы,8
трефы,валет
трефы,4
трефы,10
трефы,дама
трефы,8
трефы,8
трефы,4
трефы,король
трефы,9
трефы,4
трефы,2
трефы,король
трефы,10
трефы,1
трефы,8
трефы,4
трефы,9
трефы,2
трефы,3
трефы,8
трефы,3
трефы,6
трефы,5
трефы,9
трефы,1
трефы,5
трефы,9
трефы,5
трефы,4
трефы,8
трефы,6
трефы,2
трефы,10
трефы,7
трефы,1
трефы,3
трефы,2
трефы,валет
трефы,7
трефы,8
трефы,10
трефы,3
трефы,король
трефы,дама
трефы,9
трефы,4
трефы,7
трефы,7
трефы,король
трефы,1
трефы,5
трефы,дама
трефы,король
трефы,3
трефы,8
трефы,король
трефы,6
трефы,туз
трефы,5
трефы,дама
трефы,дама
трефы,туз
трефы,7
трефы,дама
трефы,король
трефы,туз
трефы,дама
трефы,дама
трефы,5
трефы,туз
трефы,валет
трефы,валет
трефы,9
трефы,туз
трефы,6
трефы,8
трефы,3
трефы,7
трефы,7
трефы,3
трефы,туз
трефы,6
трефы,7
трефы,10
трефы,4
трефы,8
трефы,7
трефы,9
трефы,9
трефы,3
трефы,9
трефы,9
трефы,дама
трефы,1
трефы,8
трефы,8
трефы,1
трефы,туз
трефы,король
трефы,туз
трефы,2
трефы,4
трефы,4
трефы,7
трефы,10
трефы,8
трефы,дама
трефы,6
трефы,2
трефы,10
трефы,3
трефы,валет
трефы,8
трефы,туз
трефы,7
трефы,2
трефы,1
трефы,3
трефы,9
трефы,дама
трефы,4
трефы,9
трефы,9
трефы,1
трефы,2
трефы,1
трефы,король
трефы,дама
трефы,9
трефы,король
трефы,6
трефы,3
трефы,4
трефы,2
трефы,7
трефы,король
трефы,туз
трефы,туз
трефы,король
трефы,5
трефы,туз
трефы,7
трефы,10
трефы,5
трефы,король
трефы,7
трефы,валет
трефы,дама
трефы,1
трефы,туз
трефы,7
трефы,3
трефы,король
трефы,7
трефы,3
трефы,1
трефы,8
трефы,туз
трефы,7
трефы,4
трефы,6
трефы,7
трефы,8
трефы,дама
трефы,6
трефы,10
трефы,9
трефы,7
трефы,дама
трефы,9
трефы,король
трефы,1
трефы,8
трефы,9
трефы,10
трефы,дама
трефы,6
трефы,10
трефы,9
трефы,10
трефы,1
трефы,дама
трефы,1
трефы,валет
трефы,туз
трефы,король
трефы,туз
трефы,4
трефы,10
трефы,дама
трефы,9
трефы,дама
трефы,2
трефы,4
трефы,король
трефы,валет
трефы,1
трефы,дама
трефы,10
трефы,6
трефы,10
трефы,10
трефы,туз
трефы,10
трефы,2
трефы,туз
трефы,10
трефы,дама
трефы,9
трефы,1
трефы,4
трефы,валет
трефы,6
трефы,король
трефы,8
трефы,дама
трефы,4
трефы,туз
трефы,5
трефы,8
трефы,дама
трефы,валет
трефы,2
трефы,туз
трефы,4
трефы,король
трефы,3
трефы,7
трефы,10
трефы,10
трефы,1
трефы,валет
трефы,9
трефы,6
трефы,8
трефы,9
трефы,8
трефы,4
трефы,туз
трефы,9
трефы,1
трефы,10
трефы,валет
трефы,дама
трефы,4
трефы,2
трефы,туз
трефы,туз
трефы,10
трефы,2
трефы,7
трефы,3
трефы,10
трефы,9
трефы,2
трефы,8
трефы,1
трефы,2
трефы,4
трефы,туз
трефы,1
трефы,король
трефы,9
трефы,10
трефы,5
трефы,1
трефы,8
трефы,5
трефы,6
трефы,7
трефы,3
трефы,9
трефы,король
трефы,10
трефы,дама
трефы,5
трефы,1
трефы,1
трефы,7
трефы,8
трефы,1
трефы,король
трефы,валет
трефы,4
трефы,7
трефы,7
трефы,9
трефы,4
трефы,туз
трефы,туз
трефы,1
трефы,5
трефы,9
трефы,10
трефы,7
трефы,4
трефы,9
трефы,валет
трефы,туз
трефы,6
трефы,8
трефы,9
трефы,7
трефы,король
трефы,валет
трефы,король
трефы,2
трефы,6
трефы,8
трефы,6
трефы,туз
трефы,10
трефы,1
трефы,7
трефы,7
трефы,10
трефы,1
трефы,5
трефы,2
трефы,валет
трефы,10
трефы,8
трефы,1
трефы,туз
трефы,король
трефы,король
трефы,туз
трефы,10
трефы,9
трефы,2
трефы,1
трефы,туз
трефы,5
трефы,дама
трефы,7
трефы,5
трефы,туз
трефы,2
трефы,туз
трефы,4
трефы,10
трефы,1
трефы,7
трефы,6
трефы,валет
трефы,10
трефы,6
трефы,валет
трефы,5
трефы,валет
трефы,7
трефы,3
трефы,10
трефы,валет
трефы,9
трефы,2
трефы,туз
трефы,2
трефы,туз
трефы,3
трефы,валет
трефы,туз
трефы,король
трефы,1
трефы,дама
трефы,7
трефы,2
трефы,3
трефы,2
трефы,6
трефы,10
трефы,7
трефы,4
трефы,7
трефы,9
трефы,3
трефы,туз
трефы,валет
трефы,6
трефы,9
трефы,1
трефы,1
трефы,3
трефы,9
трефы,9
трефы,4
трефы,4
трефы,8
трефы,6
трефы,8
трефы,король
трефы,туз
трефы,3
трефы,король
трефы,3
трефы,10
трефы,6
трефы,8
трефы,5
трефы,3
трефы,4
трефы,король
трефы,6
трефы,2
трефы,король
трефы,туз
трефы,5
трефы,8
трефы,король
трефы,4
трефы,9
трефы,9
трефы,10
трефы,король
трефы,2
трефы,8
трефы,4
трефы,7
трефы,валет
трефы,5
трефы,5
трефы,9
трефы,8
трефы,1
трефы,дама
трефы,2
трефы,7
трефы,2
трефы,7
трефы,король
трефы,8
трефы,король
трефы,1
трефы,1
трефы,6
трефы,2
трефы,9
трефы,7
трефы,5
трефы,валет
трефы,6
трефы,6
трефы,валет
трефы,7
трефы,валет
трефы,1
трефы,туз
трефы,8
трефы,10
трефы,5
трефы,дама
трефы,1
трефы,валет
трефы,8
трефы,валет
трефы,8
трефы,король
трефы,10
трефы,4
трефы,5
трефы,3
трефы,король
трефы,9
трефы,9
трефы,8
трефы,7
трефы,7
трефы,6
трефы,туз
трефы,7
трефы,валет
трефы,2
трефы,10
трефы,1
трефы,3
трефы,4
трефы,дама
трефы,туз
трефы,туз
трефы,дама
трефы,1
трефы,5
трефы,3
трефы,6
трефы,10
трефы,5
трефы,6
трефы,4
трефы,3
трефы,5
трефы,6
трефы,5
трефы,6
трефы,дама
трефы,дама
трефы,3
трефы,9
трефы,король
трефы,4
трефы,туз
трефы,1
трефы,9
трефы,1
трефы,10
трефы,3
трефы,2
трефы,6
трефы,9
трефы,1
трефы,5
трефы,10
трефы,10
трефы,туз
трефы,6
трефы,король
трефы,4
трефы,9
трефы,9
трефы,1
трефы,4
трефы,дама
трефы,5
трефы,1
трефы,дама
трефы,4
трефы,2
трефы,4
трефы,8
трефы,туз
трефы,10
трефы,7
трефы,3
трефы,туз
трефы,4
трефы,король
трефы,8
трефы,1
трефы,3
трефы,валет
трефы,3
трефы,5
трефы,8
трефы,9
трефы,1
трефы,8
трефы,10
трефы,дама
трефы,туз
трефы,7
трефы,5
трефы,7
трефы,10
трефы,король
трефы,король
трефы,6
трефы,4
трефы,туз
трефы,дама
трефы,король
трефы,туз
трефы,5
трефы,9
трефы,2
трефы,8
трефы,6
трефы,7
трефы,6
трефы,валет
трефы,8
трефы,5
трефы,6
трефы,король
трефы,дама
трефы,1
трефы,10
трефы,дама
трефы,1
трефы,4
трефы,дама
трефы,9
трефы,туз
трефы,3
трефы,10
трефы,7
трефы,1
трефы,король
трефы,9
трефы,4
трефы,9
трефы,валет
трефы,10
трефы,9
трефы,3
трефы,3
трефы,дама
трефы,дама
трефы,7
трефы,5
трефы,6
трефы,1
трефы,3
трефы,3
трефы,6
трефы,2
трефы,король
трефы,10
трефы,туз
трефы,туз
трефы,7
трефы,8
трефы,7
трефы,2
трефы,8
трефы,7
трефы,9
трефы,1
трефы,9
трефы,валет
трефы,валет
трефы,2
трефы,король
трефы,4
трефы,4
трефы,4
трефы,7
трефы,8
трефы,7
трефы,5
трефы,3
трефы,1
трефы,валет
трефы,3
трефы,7
трефы,1
трефы,туз
трефы,10
трефы,1
трефы,валет
трефы,8
